ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
190,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\indexer.py:973(MassFlowProperty)
382,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\llvmlite\binding\ffi.py:319(detach)
171,0.000,0.000,0.002,0.000,<__array_function__ internals>:2(sum)
27,0.000,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\matrices\matrices.py:1104(<listcomp>)
218/216,0.000,0.000,0.008,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\decorators.py:254(_func)
5,0.000,0.000,2.270,0.454,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:247(_compile_ODE)
980,0.000,0.000,0.000,0.000,{built-in method builtins.abs}
180,0.000,0.000,0.001,0.000,<__array_function__ internals>:2(cumprod)
1151,0.000,0.000,0.000,0.000,{built-in method from_iterable}
180,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\fromnumeric.py:3038(cumprod)
43,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\codegen.py:1401(set_env)
74,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
221/48,0.000,0.000,0.010,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\decorators.py:129(binary_op_wrapper)
27,0.000,0.000,0.044,0.002,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_process.py:184(stoichiometry)
112,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\chemicals\dippr.py:602(EQ105)
110,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\chemicals\dippr.py:1135(EQ116)
160,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\utils\t_dependent_property.py:2749(extrapolate)
74,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
360,0.000,0.000,0.024,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\base\functor.py:238(__str__)
27,0.000,0.000,0.001,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_process.py:188(<dictcomp>)
720,0.000,0.000,0.000,0.000,{method 'values' of 'mappingproxy' objects}
150,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\heat_capacity.py:996(calculate_integral)
1393,0.000,0.000,0.000,0.000,{built-in method builtins.callable}
1000,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\utils\t_dependent_property.py:228(f)
569,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:3490(as_coeff_Mul)
593,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\evalf.py:1296(<lambda>)
725,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:72(isclass)
72,0.000,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\function.py:214(nargs)
151,0.000,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:737(__mul__)
394,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\llvmlite\binding\ffi.py:302(__init__)
131,0.000,0.000,0.011,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\base\phase_handle.py:83(__call__)
18,0.000,0.000,0.043,0.002,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_process.py:191(<dictcomp>)
348/187,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\types\abstract.py:117(__hash__)
150,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\base\functor.py:269(__call__)
60,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\indexer.py:977(by_mass)
125,0.000,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\llvmlite\binding\module.py:244(_next)
360,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\units_of_measure.py:126(__bool__)
201/199,0.000,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:223(__mul__)
9,0.000,0.000,0.000,0.000,{pandas._libs.lib.infer_dtype}
432,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\matrices\matrices.py:1013(make_explicit)
122,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\chemicals\vapor_pressure.py:1127(Wagner_original)
171,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\ctx_mp_python.py:98(mpf_convert_rhs)
315,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\facts.py:479(__init__)
110,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\chemicals\vapor_pressure.py:1544(Wagner)
720,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\base\functor.py:59(parse_var)
1558,0.000,0.000,0.000,0.000,{method 'bit_length' of 'int' objects}
879,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\multiarray.py:716(dot)
72,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\basic.py:518(as_dummy)
361,0.000,0.000,0.000,0.000,{method 'copy' of 'dict' objects}
30,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\indexer.py:1017(VolumetricFlowProperty)
1144,0.000,0.000,0.000,0.000,{method 'release' of '_thread.RLock' objects}
1185,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_chemical.py:860(ID)
25,0.000,0.000,0.029,0.001,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:225(_run)
45,0.000,0.000,0.000,0.000,{built-in method numpy.empty}
242,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:208(_normalize1)
135,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\chemicals\heat_capacity.py:533(force_calculate_integral)
39,0.000,0.000,1.432,0.037,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\integrate\_ivp\bdf.py:254(jac_wrapped)
8,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\shape_base.py:82(atleast_2d)
48,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\matrices\repmatrix.py:661(_getitem_RepMatrix)
76,0.000,0.000,0.131,0.002,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\str.py:969(sstr)
63,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:157(_get_module_lock)
72,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\sets\sets.py:75(_infimum_key)
14,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\power.py:271(__new__)
255,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
3,0.000,0.000,0.049,0.016,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_components.py:602(_compile)
86,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\printer.py:250(_get_initial_settings)
55,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:1423(copy_like)
10,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:1279(split_to)
2,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\indexer.py:1036(by_volume)
1080,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:2543(default)
76,0.000,0.000,0.131,0.002,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\printer.py:371(__call__)
2,0.000,0.000,0.001,0.001,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_waste_stream.py:163(by_conc)
79,0.000,0.000,0.001,0.000,<__array_function__ internals>:2(argmax)
5,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
10,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\textwrap.py:179(<listcomp>)
335,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:2820(__neg__)
540,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\str.py:266(<genexpr>)
360,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:285(isbuiltin)
171,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\ctx_mp_python.py:177(__lt__)
424,0.000,0.000,0.000,0.000,{built-in method math.exp}
763,0.000,0.000,0.000,0.000,{built-in method builtins.id}
210,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\utils.py:398(stream_list)
39,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1288(__add__)
5,0.000,0.000,0.160,0.032,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\utilities\lambdify.py:1080(doprint)
2,0.000,0.000,0.000,0.000,{method 'factorize' of 'pandas._libs.hashtable.StringHashTable' objects}
22,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\types\common.py:48(__init__)
143,0.000,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\mul.py:29(_mulsort)
618,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\linalg\linalg.py:2358(_norm_dispatcher)
90,0.000,0.000,0.017,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\utils\t_dependent_property.py:1068(__eq__)
135,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\free_energy.py:24(Liquid_Enthalpy_Ref_Liquid)
79,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\fromnumeric.py:1119(argmax)
54,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_chemicals.py:28(<listcomp>)
5,0.000,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\frame.py:573(__init__)
88/61,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\codegen\ast.py:192(_construct)
80,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\chemicals\dippr.py:154(EQ101)
383,0.000,0.000,0.000,0.000,{method 'replace' of 'str' objects}
720,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:2857(parameters)
3,0.000,0.000,0.056,0.019,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\dispatcher.py:929(compile)
44,0.000,0.000,0.000,0.000,{method 'astype' of 'numpy.ndarray' objects}
27,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\matrices\matrices.py:1025(<listcomp>)
268,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\llvmlite\binding\common.py:9(_decode_string)
360,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:80(ismethod)
125,0.000,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\add.py:19(_addsort)
180,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\thermo\t_dependent_property.py:35(has_method)
63,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:78(acquire)
3,0.000,0.000,0.000,0.000,{built-in method _pickle.load}
5,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\indexer.py:344(mix_from)
75,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\utilities\lambdify.py:1123(_is_safe_ident)
60,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\indexer.py:320(__setitem__)
299,0.000,0.000,0.000,0.000,{method 'insert' of 'list' objects}
76,0.000,0.000,0.131,0.002,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\printer.py:290(doprint)
72,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\sets\sets.py:685(__contains__)
38,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:2169(__add__)
144,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_thermal_condition.py:66(__iter__)
54,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_chemicals.py:26(chemical_data_array)
16/11,0.000,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:90(sort_key)
3,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\caching.py:505(_load_index)
25,0.000,0.000,0.004,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:1215(mix_from)
10,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:903(F_vol)
720,0.000,0.000,0.000,0.000,{built-in method sys.getrecursionlimit}
437,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\fromnumeric.py:2350(_all_dispatcher)
99,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_chemicals.py:673(set_alias)
30,0.000,0.000,0.000,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_waste_stream.py:147(ConcentrationProperty)
1,0.000,0.000,0.005,0.005,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\codegen\ast.py:1(<module>)
274,0.000,0.000,0.000,0.000,{method 'decode' of 'bytes' objects}
234,0.000,0.000,0.000,0.000,{built-in method math.sqrt}
215,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
229,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\types\npytypes.py:458(key)
25,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\numeric.py:288(full)
75,0.000,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\compatibility.py:450(<listcomp>)
5,0.000,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\internals\construction.py:256(ndarray_to_mgr)
5,0.000,0.000,0.002,0.000,C:\Users\joy_c\AppData\Roaming\Python\Python38\site-packages\flexsolve\iterative_solvers.py:101(aitken)
43,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\llvmlite\binding\executionengine.py:65(get_global_value_address)
61,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(empty_like)
300,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\volume.py:702(test_method_validity_P)
397,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\llvmlite\binding\common.py:27(_is_shutting_down)
40,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\environment.py:46(_rebuild_env)
498,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\logic\boolalg.py:333(__bool__)
1,0.000,0.000,0.000,0.000,{built-in method nt.listdir}
20,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\lib\function_base.py:4690(append)
11,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap_external>:91(_path_join)
63,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:103(release)
137,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1279(_eval_is_zero)
360,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\units_of_measure.py:129(__str__)
358,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\llvmlite\binding\value.py:119(is_global)
360,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:2861(return_annotation)
210,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\typing\templates.py:1291(new_registrations)
43,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\fromnumeric.py:2256(any)
60,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\free_properties\_free_property.py:82(__float__)
15,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:909(H)
80,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\codeprinter.py:86(_handle_assign_to)
22,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\types\npytypes.py:423(__init__)
10,0.000,0.000,0.006,0.001,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_waste_stream.py:1125(_state2flows)
15,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:1290(str_to_man_exp)
24,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\base.py:359(install_registry)
3,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\cpu.py:69(load_additional_registries)
25,0.000,0.000,0.004,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_sanstream.py:370(mix_from)
1,0.000,0.000,0.000,0.000,<string>:1(<module>)
5,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\numpy.py:43(__init__)
62,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:58(__init__)
1,0.000,0.000,0.004,0.004,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\biosteam\biosteam\_system.py:1507(_load_state)
43,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\ctypes\__init__.py:506(cast)
3,0.000,0.000,0.051,0.017,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\compiler.py:209(_rebuild)
39,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:702(mpf_add)
225,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\compatibility.py:494(<genexpr>)
43,0.000,0.000,0.001,0.000,<__array_function__ internals>:2(any)
74,0.000,0.000,0.000,0.000,{built-in method numpy.seterrobj}
6,0.000,0.000,0.016,0.003,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\codegen.py:1087(_load_defined_symbols)
12,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\polys\matrices\sdm.py:68(__init__)
5,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\mixture\ideal_mixture_model.py:102(<listcomp>)
158/8,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\abc.py:100(__subclasscheck__)
22,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\common.py:224(asarray_tuplesafe)
22,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\typing\typeof.py:234(_typeof_ndarray)
40,0.000,0.000,0.005,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_waste_stream.py:1117(_Q_obj_f)
10,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\indexes\base.py:4537(__contains__)
2,0.000,0.000,0.001,0.001,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\arrays\categorical.py:361(__init__)
10,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\generic.py:233(__init__)
44,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(copyto)
55,0.000,0.000,0.000,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_sanstream.py:112(copy_like)
41,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1701(__neg__)
39,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(real)
419,0.000,0.000,0.000,0.000,{method 'strip' of 'str' objects}
50,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\heat_capacity.py:878(calculate)
210,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\utils.py:407(sublist_iterator)
34,0.000,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1704(__add__)
5,0.000,0.000,2.270,0.454,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:241(ODE)
5,0.000,0.000,0.030,0.006,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\biosteam\biosteam\_system.py:1351(_run)
267,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\polys\matrices\sdm.py:75(<genexpr>)
103,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1922(__ne__)
82,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:637(_get_flow_name_and_factor)
19,0.000,0.000,0.000,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\biosteam\biosteam\utils\piping.py:377(_set_stream)
10,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_chemical.py:740(rho)
39,0.000,0.000,0.001,0.000,<__array_function__ internals>:2(diag)
12,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\pandas\core\indexes\base.py:6397(_maybe_cast_data_without_dtype)
40,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\core.py:69(__init__)
5,0.000,0.000,0.120,0.024,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:28(_add_aeration_to_growth_model)
270,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_chemical.py:1062(H)
29,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\types\abstract.py:70(_type_reconstructor)
5,0.000,0.000,0.000,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\biosteam\biosteam\_system.py:1306(_set_recycle_data)
191,0.000,0.000,0.000,0.000,{method 'split' of 'str' objects}
5,0.000,0.000,0.144,0.029,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\str.py:40(<listcomp>)
183,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\indexer.py:416(phase)
80,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_phase.py:136(phase)
15,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:1313(from_str)
62,0.000,0.000,0.000,0.000,<frozen importlib._bootstrap>:176(cb)
1,0.000,0.000,0.083,0.083,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\integrate\_ivp\bdf.py:184(__init__)
37,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\fromnumeric.py:2617(amax)
44,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(nonzero)
37,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
7,0.000,0.000,0.000,0.000,C:\Users\joy_c\AppData\Roaming\Python\Python38\site-packages\flexsolve\utils.py:56(fixedpoint_converged)
51,0.000,0.000,0.000,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\types\abstract.py:48(_intern)
